0,10.000000,0.001000
1,9.909562,0.001009
2,9.820035,0.001018
3,9.731408,0.001027
4,9.643672,0.001036
5,9.556816,0.001045
6,9.470830,0.001054
7,9.385702,0.001063
8,9.301425,0.001072
9,9.217987,0.001081
10,9.135380,0.001090
11,9.053593,0.001099
12,8.972617,0.001108
13,8.892443,0.001117
14,8.813062,0.001125
15,8.734464,0.001134
16,8.656642,0.001143
17,8.579585,0.001152
18,8.503285,0.001161
19,8.427734,0.001170
20,8.352924,0.001179
21,8.278845,0.001188
22,8.205490,0.001197
23,8.132850,0.001206
24,8.060918,0.001215
25,7.989685,0.001224
26,7.919145,0.001233
27,7.849288,0.001242
28,7.780108,0.001251
29,7.711596,0.001260
30,7.643747,0.001269
31,7.576551,0.001278
32,7.510003,0.001287
33,7.444094,0.001297
34,7.378819,0.001306
35,7.314169,0.001315
36,7.250139,0.001324
37,7.186720,0.001333
38,7.123908,0.001342
39,7.061694,0.001351
40,7.000073,0.001360
41,6.939038,0.001369
42,6.878583,0.001378
43,6.818702,0.001387
44,6.759388,0.001396
45,6.700635,0.001405
46,6.642438,0.001414
47,6.584790,0.001423
48,6.527685,0.001432
49,6.471118,0.001441
50,6.415083,0.001451
51,6.359574,0.001460
52,6.304586,0.001469
53,6.250113,0.001478
54,6.196150,0.001487
55,6.142692,0.001496
56,6.089733,0.001505
57,6.037267,0.001514
58,5.985290,0.001523
59,5.933797,0.001533
60,5.882783,0.001542
61,5.832242,0.001551
62,5.782169,0.001560
63,5.732561,0.001569
64,5.683412,0.001578
65,5.634717,0.001587
66,5.586471,0.001597
67,5.538671,0.001606
68,5.491311,0.001615
69,5.444387,0.001624
70,5.397895,0.001633
71,5.351829,0.001642
72,5.306187,0.001652
73,5.260962,0.001661
74,5.216153,0.001670
75,5.171753,0.001679
76,5.127759,0.001688
77,5.084166,0.001697
78,5.040972,0.001707
79,4.998171,0.001716
80,4.955761,0.001725
81,4.913736,0.001734
82,4.872093,0.001744
83,4.830829,0.001753
84,4.789939,0.001762
85,4.749420,0.001771
86,4.709268,0.001780
87,4.669479,0.001790
88,4.630051,0.001799
89,4.590979,0.001808
90,4.552260,0.001817
91,4.513890,0.001827
92,4.475867,0.001836
93,4.438186,0.001845
94,4.400844,0.001854
95,4.363838,0.001864
96,4.327165,0.001873
97,4.290822,0.001882
98,4.254805,0.001892
99,4.219111,0.001901
100,4.183737,0.001910
101,4.148680,0.001919
102,4.113938,0.001929
103,4.079506,0.001938
104,4.045382,0.001947
105,4.011563,0.001957
106,3.978046,0.001966
107,3.944828,0.001975
108,3.911907,0.001985
109,3.879279,0.001994
110,3.846942,0.002003
111,3.814893,0.002013
112,3.783130,0.002022
113,3.751649,0.002031
114,3.720448,0.002041
115,3.689524,0.002050
116,3.658875,0.002059
117,3.628499,0.002069
118,3.598391,0.002078
119,3.568551,0.002087
120,3.538976,0.002097
121,3.509663,0.002106
122,3.480609,0.002115
