0,10.000000,0.001000
1,9.095617,0.001090
2,8.281282,0.001179
3,7.546756,0.001269
4,6.883150,0.001360
5,6.282725,0.001450
6,5.738729,0.001542
7,5.245255,0.001633
8,4.797123,0.001725
9,4.389777,0.001818
10,4.019200,0.001910
11,3.681838,0.002004
12,3.374537,0.002097
13,3.094490,0.002191
14,2.839188,0.002286
15,2.606387,0.002380
16,2.394066,0.002475
17,2.200406,0.002570
18,2.023765,0.002666
19,1.862654,0.002761
20,1.715723,0.002857
21,1.581744,0.002953
22,1.459602,0.003049
23,1.348278,0.003145
24,1.246844,0.003241
25,1.154451,0.003338
26,1.070326,0.003434
27,0.993761,0.003531
28,0.924110,0.003628
29,0.860780,0.003724
30,0.803233,0.003821
31,0.750973,0.003918
32,0.703550,0.004015
33,0.660550,0.004112
34,0.621595,0.004208
35,0.586342,0.004305
36,0.554475,0.004402
37,0.525706,0.004499
38,0.499772,0.004596
39,0.476434,0.004693
40,0.455472,0.004790
41,0.436686,0.004886
42,0.419893,0.004983
43,0.404926,0.005080
44,0.391634,0.005177
45,0.379877,0.005274
46,0.369529,0.005370
47,0.360474,0.005467
48,0.352606,0.005564
49,0.345829,0.005660
50,0.340056,0.005757
51,0.335205,0.005853
52,0.331205,0.005950
53,0.327988,0.006046
54,0.325493,0.006142
55,0.323665,0.006239
56,0.322453,0.006335
57,0.321811,0.006431
58,0.321697,0.006527
59,0.322072,0.006623
60,0.322902,0.006719
61,0.324154,0.006815
62,0.325800,0.006911
63,0.327812,0.007007
64,0.330166,0.007103
65,0.332842,0.007198
66,0.335817,0.007294
67,0.339075,0.007390
68,0.342598,0.007485
69,0.346372,0.007581
70,0.350382,0.007676
71,0.354617,0.007771
72,0.359065,0.007867
73,0.363715,0.007962
74,0.368559,0.008057
75,0.373588,0.008152
76,0.378795,0.008247
77,0.384173,0.008341
78,0.389715,0.008436
79,0.395418,0.008531
80,0.401275,0.008625
81,0.407282,0.008720
82,0.413436,0.008814
83,0.419734,0.008909
84,0.426173,0.009003
85,0.432750,0.009097
86,0.439463,0.009191
87,0.446312,0.009285
88,0.453294,0.009379
89,0.460408,0.009473
90,0.467654,0.009567
91,0.475032,0.009660
92,0.482542,0.009754
93,0.490183,0.009847
94,0.497956,0.009941
95,0.505861,0.010034
96,0.513901,0.010127
97,0.522075,0.010220
98,0.530384,0.010313
99,0.538832,0.010406
100,0.547418,0.010498
101,0.556146,0.010591
102,0.565017,0.010683
103,0.574034,0.010776
104,0.583199,0.010868
105,0.592515,0.010960
106,0.601985,0.011052
107,0.611612,0.011144
108,0.621399,0.011236
109,0.631351,0.011327
110,0.641470,0.011419
111,0.651761,0.011510
112,0.662228,0.011602
113,0.672876,0.011693
114,0.683708,0.011784
115,0.694731,0.011875
116,0.705950,0.011965
117,0.717369,0.012056
118,0.728995,0.012146
119,0.740834,0.012237
120,0.752892,0.012327
121,0.765176,0.012417
122,0.777692,0.012507
123,0.790450,0.012596
124,0.803455,0.012686
125,0.816716,0.012775
126,0.830243,0.012864
127,0.844044,0.012953
128,0.858128,0.013042
129,0.872506,0.013131
130,0.887188,0.013219
131,0.902185,0.013308
132,0.917509,0.013396
133,0.933173,0.013484
134,0.949189,0.013571
135,0.965572,0.013659
136,0.982335,0.013746
137,0.999495,0.013833
138,1.017068,0.013920
139,1.035070,0.014007
140,1.053521,0.014093
141,1.072439,0.014179
142,1.091846,0.014265
143,1.111762,0.014351
144,1.132212,0.014436
145,1.153221,0.014521
146,1.174813,0.014606
147,1.197018,0.014691
148,1.219866,0.014775
149,1.243388,0.014859
150,1.267619,0.014942
151,1.292595,0.015026
152,1.318356,0.015109
153,1.344944,0.015191
154,1.372404,0.015274
155,1.400784,0.015355
156,1.430138,0.015437
157,1.460520,0.015518
158,1.491993,0.015599
159,1.524622,0.015679
160,1.558479,0.015759
161,1.593640,0.015838
162,1.630189,0.015917
163,1.668218,0.015995
164,1.707825,0.016073
165,1.749119,0.016150
166,1.792217,0.016227
167,1.837249,0.016302
168,1.884357,0.016378
169,1.933696,0.016452
170,1.985436,0.016526
171,2.039766,0.016599
172,2.096894,0.016671
173,2.157050,0.016743
174,2.220488,0.016813
175,2.287492,0.016882
176,2.358376,0.016951
177,2.433491,0.017018
178,2.513229,0.017084
179,2.598030,0.017148
180,2.688386,0.017212
181,2.784850,0.017273
182,2.888047,0.017333
183,2.998681,0.017392
184,3.117549,0.017448
185,3.245552,0.017502
186,3.383715,0.017554
187,3.533202,0.017603
188,3.695335,0.017650
189,3.871621,0.017694
190,4.063775,0.017734
191,4.273750,0.017770
192,4.503766,0.017803
193,4.756339,0.017830
194,5.034318,0.017853
195,5.340907,0.017870
196,5.679687,0.017881
197,6.054626,0.017885
198,6.470062,0.017880
199,6.930665,0.017868
200,7.441347,0.017845
201,8.007124,0.017812
202,8.632909,0.017767
203,9.323224,0.017709
204,10.081840,0.017638
205,10.911348,0.017552
206,11.812693,0.017450
207,12.784716,0.017331
208,13.823768,0.017196
209,14.923453,0.017044
210,16.074571,0.016876
211,17.265280,0.016691
212,18.481499,0.016491
213,19.707494,0.016277
214,20.926610,0.016051
215,22.122051,0.015813
216,23.277648,0.015566
217,24.378531,0.015311
218,25.411664,0.015051
219,26.366229,0.014786
220,27.233830,0.014519
221,28.008553,0.014250
222,28.686878,0.013982
223,29.267502,0.013715
224,29.751070,0.013450
225,30.139879,0.013189
226,30.437556,0.012932
227,30.648737,0.012680
228,30.778785,0.012434
229,30.833521,0.012193
230,30.819004,0.011958
231,30.741352,0.011730
232,30.606596,0.011509
233,30.420572,0.011295
234,30.188849,0.011088
235,29.916671,0.010887
236,29.608933,0.010694
237,29.270164,0.010508
238,28.904530,0.010329
239,28.515838,0.010156
240,28.107554,0.009991
241,27.682817,0.009832
242,27.244466,0.009680
243,26.795058,0.009534
244,26.336889,0.009394
245,25.872019,0.009261
246,25.402292,0.009134
247,24.929353,0.009013
248,24.454670,0.008897
249,23.979547,0.008787
250,23.505144,0.008683
251,23.032486,0.008583
252,22.562479,0.008489
253,22.095921,0.008400
254,21.633513,0.008316
255,21.175867,0.008237
256,20.723515,0.008162
257,20.276918,0.008091
258,19.836473,0.008025
259,19.402516,0.007963
260,18.975331,0.007906
261,18.555157,0.007852
262,18.142186,0.007802
263,17.736573,0.007756
264,17.338439,0.007713
265,16.947872,0.007674
266,16.564933,0.007638
267,16.189656,0.007606
268,15.822055,0.007577
269,15.462120,0.007551
270,15.109827,0.007528
271,14.765134,0.007508
272,14.427984,0.007491
273,14.098308,0.007476
274,13.776028,0.007465
275,13.461054,0.007456
276,13.153288,0.007449
277,12.852626,0.007445
278,12.558958,0.007444
279,12.272168,0.007445
280,11.992135,0.007448
281,11.718738,0.007453
282,11.451850,0.007461
283,11.191344,0.007470
284,10.937090,0.007482
285,10.688959,0.007496
286,10.446820,0.007511
287,10.210543,0.007529
288,9.980000,0.007548
289,9.755060,0.007569
290,9.535597,0.007592
291,9.321485,0.007617
292,9.112599,0.007643
293,8.908816,0.007671
294,8.710017,0.007700
295,8.516083,0.007731
296,8.326898,0.007764
297,8.142349,0.007797
298,7.962326,0.007833
299,7.786720,0.007869
300,7.615427,0.007908
301,7.448343,0.007947
302,7.285369,0.007988
303,7.126408,0.008029
304,6.971365,0.008072
305,6.820150,0.008117
306,6.672674,0.008162
307,6.528850,0.008209
308,6.388597,0.008256
309,6.251833,0.008305
310,6.118480,0.008355
311,5.988464,0.008406
312,5.861711,0.008457
313,5.738152,0.008510
314,5.617718,0.008563
315,5.500345,0.008618
316,5.385967,0.008673
317,5.274526,0.008730
318,5.165961,0.008787
319,5.060216,0.008845
320,4.957235,0.008903
321,4.856965,0.008963
322,4.759356,0.009023
323,4.664356,0.009084
324,4.571919,0.009145
325,4.481998,0.009207
326,4.394547,0.009270
327,4.309523,0.009334
328,4.226884,0.009398
329,4.146589,0.009463
330,4.068597,0.009528
331,3.992871,0.009594
332,3.919373,0.009660
333,3.848066,0.009727
334,3.778914,0.009794
335,3.711883,0.009862
336,3.646938,0.009930
